iter	RMSE
192	0.3334433235
193	0.333052707
194	0.3326314352
195	0.3323084554
196	0.331991159
197	0.3315992243
198	0.3312895786
199	0.3310457244
200	0.3307270703
201	0.3302786118
202	0.3299945784
203	0.3296174001
204	0.3292793972
205	0.3289044144
206	0.3285075872
207	0.328173022
208	0.3277862892
209	0.3273848048
210	0.3270122417
211	0.3266723719
212	0.3263972959
213	0.3260374858
214	0.3257488195
215	0.32543722
216	0.3251123209
217	0.3247709459
218	0.3245073076
219	0.3242854027
220	0.3239762518
221	0.3237362081
222	0.3234560339
223	0.323183254
224	0.3228746467
225	0.3226137204
226	0.3223733775
227	0.322063574
228	0.3218941449
229	0.3216414613
230	0.3213776534
231	0.3210418999
232	0.3207507378
233	0.3204835701
234	0.3201465291
235	0.3198885408
236	0.3196503119
237	0.3194284003
238	0.3192150111
239	0.3189680012
240	0.3187213997
241	0.3184341921
242	0.3182018394
243	0.3180067808
244	0.3178119451
245	0.3175739908
246	0.3173240825
247	0.3170913005
248	0.316710551
249	0.316510774
250	0.316250804
251	0.3160597101
252	0.3158602352
253	0.3156316236
254	0.3153954416
255	0.3151649965
256	0.3148748187
257	0.3146549505
258	0.3143714057
259	0.3141625973
260	0.3138979311
261	0.3137116385
262	0.3134550842
263	0.3132409328
264	0.3129917236
265	0.3127949111
266	0.3126250332
267	0.3124030213
268	0.3121930614
269	0.3119276747
270	0.31155512
271	0.311369137
272	0.3111494112
273	0.3108142502
274	0.3106016942
275	0.310384968
276	0.3101854077
277	0.3100072447
278	0.3098058164
279	0.3096166576
280	0.3094401396
281	0.3092499621
282	0.3090569088
283	0.3088588588
284	0.3086765056
285	0.3085073721
286	0.3082990887
287	0.308116773
288	0.3079114563
289	0.3077812379
290	0.3076310019
291	0.3074802045
292	0.3072991853
293	0.3070777
294	0.306929109
295	0.3066565332
296	0.3063762389
297	0.3062168843
298	0.3060704816
299	0.3059079263
300	0.3057657001
301	0.3056382497
302	0.3054034246
303	0.3051547309
304	0.3050435702
305	0.3048359567
306	0.3046850074
307	0.3044729637
308	0.3042944922
309	0.3040268719
310	0.3038686258
311	0.3037140125
312	0.303561715
313	0.3033115246
314	0.3031382177
315	0.3030275545
316	0.3027718572
317	0.3026408878
318	0.3024682765
319	0.3023300559
320	0.3021320022
321	0.3019487835
322	0.3017908294
323	0.3016809402
324	0.3015385929
325	0.3014317062
326	0.301311526
327	0.3011524841
328	0.301038409
329	0.3007848029
330	0.3006425419
331	0.3004997109
332	0.3003478899
333	0.3002285606
334	0.3000890845
335	0.2999631898
336	0.2997853745
337	0.2996508047
338	0.2995528176
339	0.2994094874
340	0.2992154083
341	0.2990204688
342	0.2988997452
343	0.2985958311
344	0.2983984286
345	0.298264625
346	0.2981071296
347	0.2978758696
348	0.2976528034
349	0.2975549278
350	0.2974456689
351	0.2973444858
352	0.297232248
353	0.2970304678
354	0.2968720785
355	0.2967262833
356	0.2965394919
357	0.2963550256
358	0.2961939869
359	0.2960301392
360	0.2957248841
361	0.2955855348
362	0.2953718497
363	0.2952784212
364	0.2952076299
365	0.2951311927
366	0.2950028525
367	0.2948706485
368	0.2947480167
369	0.2946266708
370	0.2944800211
371	0.2943712489
372	0.2942676472
373	0.2940024373
374	0.2939109749
375	0.2937461939
376	0.2935803747
377	0.2934646932
378	0.2933476621
379	0.2931324274
380	0.2930461091
381	0.2929378721
382	0.2928204151
383	0.2926555423
384	0.2924515153
385	0.2923387442
386	0.2922640421
387	0.292060597
388	0.2919082906
389	0.2917693806
390	0.2916543789
391	0.2914807529
392	0.2913361365
393	0.2912291273
394	0.2910505108
395	0.2909363596
396	0.2908056973
397	0.2906842508
398	0.2905675637
399	0.2904702509
400	0.2902561545
401	0.2901555537
402	0.2900080672
403	0.2899230134
404	0.2897987677
405	0.2896633659
406	0.289491502
407	0.2894317201
408	0.2892982414
409	0.2892328593
410	0.2891618424
411	0.2890362357
412	0.2889329772
413	0.2888558161
414	0.2887755767
415	0.2886599366
416	0.2884497493
417	0.2882848946
418	0.2881671211
419	0.2880486726
420	0.2879355024
421	0.2878284932
422	0.287749399
423	0.2876509462
424	0.2875817085
425	0.287454449
426	0.2873214985
427	0.2872151495
428	0.2870930037
429	0.2869832257
430	0.2869036863
431	0.2867837695
432	0.2866604257
433	0.2866009838
434	0.2864810604
435	0.2863698477
436	0.2862791506
437	0.2861965758
438	0.2860222316
439	0.2858818018
440	0.2857313083
441	0.285598122
442	0.2855331147
443	0.2853633664
444	0.2852405475
445	0.2850499137
446	0.2848705633
447	0.2847783752
448	0.2847122073
449	0.2846196309
450	0.2845615604
451	0.2844793497
452	0.2843396428
453	0.284243584
454	0.2841656842
455	0.2840203717
456	0.283915563
457	0.2838287745
458	0.2837033926
459	0.2835660235
460	0.2834052581
461	0.2832956182
462	0.2832100057
463	0.2830855476
464	0.2830047494
465	0.282892041
466	0.2828408527
467	0.2827847689
468	0.2827018285
469	0.2825693497
470	0.2825034251
471	0.2823786815
472	0.2822111167
473	0.2821144162
474	0.2820470367
475	0.2819322566
476	0.281873074
477	0.2817132514
478	0.2815980027
479	0.2815159422
480	0.2813770543
481	0.281282617
482	0.2811999228
483	0.2810351203
484	0.2809757979
485	0.2808997204
486	0.2808340588
487	0.2807355372
488	0.2806399339
489	0.280501241
490	0.280427481
491	0.280332603
492	0.28029478
493	0.2801988063
494	0.2801349465
495	0.2800359276
496	0.2798999436
497	0.2797906603
498	0.2796589781
499	0.2795483685
500	0.2794230349
501	0.2793490901
502	0.2792262889
503	0.2791350551
504	0.2790197613
505	0.2789092742
506	0.2788317133
507	0.2787523688
508	0.2786054182
509	0.2784976282
510	0.2784246383
511	0.2783172647
512	0.2782230757
513	0.2781621168
514	0.2781215313
515	0.2780851235
516	0.2780317374
517	0.2779782469
518	0.2779237286
519	0.2777979839
520	0.2777471499
521	0.277682496
522	0.2774975354
523	0.2773958082
524	0.2773249459
525	0.2772029449
526	0.2771221638
527	0.277008595
528	0.2769325119
529	0.2768357555
530	0.2767526816
531	0.2765858874
532	0.2764873664
533	0.276338619
534	0.2762705451
535	0.2761905437
536	0.2761206734
537	0.2760438171
538	0.2759335092
539	0.2758879872
540	0.2758380558
541	0.2757502455
542	0.2756632719
543	0.2755656866
544	0.2754529936
545	0.2753239567
546	0.2752445345
547	0.2752030445
548	0.275070311
549	0.2749346956
550	0.2747658845
551	0.2746871033
552	0.274588681
553	0.2745025535
554	0.2744452195
555	0.2743810435
556	0.2742994898
557	0.2742142374
558	0.2741410155
559	0.2740665683
560	0.273975738
561	0.2739034678
562	0.2737578331
563	0.2737112694
564	0.2736409279
565	0.2736051528
566	0.2735643961
567	0.273517807
568	0.2734161154
569	0.2732786907
570	0.2732197358
571	0.2730805984
572	0.2730093901
573	0.272970154
574	0.272904623
575	0.2728619645
576	0.2727782211
577	0.2726741414
578	0.2725818341
579	0.2724886151
580	0.272450044
581	0.2723309764
582	0.2722179486
583	0.2720803649
584	0.2719345323
585	0.2718670438
586	0.2718214367
587	0.2717554763
588	0.2716926306
589	0.2716376394
590	0.2714969699
591	0.2714248429
592	0.2713469759
593	0.2712223302
594	0.2711844208
595	0.2711152206
596	0.2710077797
597	0.2709200331
598	0.2708054623
599	0.2707411601
600	0.2706943039
601	0.2706557201
602	0.2706247423
603	0.2705161716
604	0.2704738846
605	0.2703816969
606	0.2702798498
607	0.2702154662
608	0.2701277286
609	0.2700628018
610	0.2700318237
611	0.2699215201
612	0.2697931894
613	0.2697073526
614	0.2696733693
615	0.2695807793
616	0.269534301
617	0.2694314359
618	0.2693788691
619	0.2692092015
620	0.2691393917
621	0.2690349076
622	0.2689477372
623	0.2688574793
624	0.2687934736
625	0.2687388416
626	0.2686389844
627	0.2684886276
628	0.2683898732
629	0.2683146727
630	0.2682382133
631	0.2681926217
632	0.2681173484
633	0.2679939475
634	0.2679449063
635	0.2678850082
636	0.2678434917
637	0.2678002437
638	0.2676848344
639	0.2676145774
640	0.2675822357
641	0.2675493143
642	0.2675029166
643	0.2673815668
644	0.2673032805
645	0.2672138901
646	0.2671107901
647	0.2670101517
648	0.26689865
649	0.2668708295
650	0.266785514
651	0.2667355636
652	0.2666461822
653	0.2664779534
654	0.2663871721
655	0.266299469
656	0.2662712456
657	0.2662229325
658	0.2661766212
659	0.2661553298
660	0.2660777761
661	0.2660183793
662	0.2659849614
663	0.2659615152
664	0.2659111267
665	0.2658532204
666	0.2657388008
667	0.2656988843
668	0.2656583203
669	0.265626497
670	0.2654902356
671	0.2654448481
672	0.2654141973
673	0.2653091245
674	0.265280523
675	0.2652263072
676	0.2651965606
677	0.2651549734
678	0.2650420112
679	0.2649565681
680	0.2648890301
681	0.2647594178
682	0.2647069909
683	0.2646495041
684	0.2645669344
685	0.2644667942
686	0.2644453267
687	0.2643477802
688	0.2642093887
689	0.2641550477
690	0.2640464219
691	0.2639413556
692	0.2638375881
693	0.2637321016
694	0.2636587204
695	0.2635772503
696	0.2635206229
697	0.2634861511
698	0.2634398457
699	0.2633835206
700	0.2633749872
701	0.2633408706
702	0.2633001186
703	0.2632213679
704	0.2631628514
705	0.2630967216
706	0.2630319558
707	0.2629905166
708	0.2629563731
709	0.2629114645
710	0.2628260189
711	0.2627835572
712	0.2627416579
713	0.262693025
714	0.2626457557
715	0.262570406
716	0.2625052702
717	0.2624663111
718	0.2624189571
719	0.2623143221
720	0.262247883
721	0.26216654
722	0.2620913471
723	0.2620261726
724	0.2619870432
725	0.261960735
726	0.2618784141
727	0.2617690044
728	0.2617007033
729	0.2616684271
730	0.26159634
731	0.2615638882
732	0.26150651
733	0.2614724153
734	0.2614399876
735	0.2613625025
736	0.2612395377
737	0.261164806
738	0.2611287176
739	0.2610784494
740	0.2610189874
741	0.2609556339
742	0.260928326
743	0.2608935325
744	0.2607541533
745	0.2606613366
746	0.2606370362
747	0.2605767616
748	0.2605347602
749	0.2604227624
750	0.2603766327
751	0.2603436551
752	0.2602708714
753	0.2602047941
754	0.2601284031
755	0.2601138978
756	0.2599983368
757	0.2599258499
758	0.2598812353
759	0.2597991526
760	0.2597379143
761	0.2597133316
762	0.2596214745
763	0.2595791338
764	0.2594890168
765	0.2594464491
766	0.2593637504
767	0.2592709114
768	0.2592313847
769	0.2591589164
770	0.2591112835
771	0.259049082
772	0.2589807893
773	0.2589664862
774	0.2589262911
775	0.2588356168
776	0.2587477117
777	0.2586811336
778	0.2586433125
779	0.2585483841
780	0.2585058652
781	0.2584702486
782	0.2584217701
783	0.2583541631
784	0.2582911346
785	0.2582264173
786	0.258145775
787	0.2581159085
788	0.258052328
789	0.2580128767
790	0.2579629797
791	0.2579423482
792	0.2579154348
793	0.2578802507
794	0.25780126
795	0.2577617152
796	0.2577377669
797	0.2576779802
798	0.2576537343
799	0.2575804008
800	0.2575075272
801	0.2574606573
802	0.2574150941
803	0.2573916265
804	0.2573491557
805	0.2572959786
806	0.2572679467
807	0.2571938387
808	0.257150151
809	0.2570546422
810	0.2570470317
811	0.2570185118
812	0.2569980002
813	0.2569433549
814	0.2569001323
815	0.2568631198
816	0.2568000809
817	0.2567125834
818	0.2566762225
819	0.2566020965
820	0.2565812681
821	0.2565666743
822	0.2565065135
823	0.2564747343
824	0.2564398559
825	0.2563918548
826	0.25633263
827	0.2562766806
828	0.2562271086
829	0.2561837685
830	0.2561394235
831	0.2560883867
832	0.2560338763
833	0.2560024321
834	0.2559332969
835	0.2559172996
836	0.2558760617
837	0.2558308757
838	0.2558000032
839	0.2557934787
840	0.2557516434
841	0.2557122028
842	0.2556914651
843	0.2555976816
844	0.2555266402
845	0.2554827429
846	0.2554464253
847	0.2554129816
848	0.2553327405
849	0.2552849842
850	0.2552218113
851	0.2552013612
852	0.2551522048
853	0.2551174472
854	0.2550627462
855	0.2550083721
856	0.2549668032
857	0.2549421477
858	0.2548627605
859	0.254840549
860	0.2548030362
861	0.2548007467
862	0.2547565307
863	0.254705934
864	0.2546555881
865	0.2546082512
866	0.2545832617
867	0.2545505505
868	0.2544846901
869	0.254445236
870	0.254398908
871	0.2543620839
872	0.2543339003
873	0.2543048619
874	0.2542923416
875	0.2542154458
876	0.254151303
877	0.2541322952
878	0.2540713984
879	0.2540282013
880	0.253991987
881	0.2539351065
882	0.2538753744
883	0.2538119696
884	0.253770329
885	0.2537279532
886	0.2536726682
887	0.2536516115
888	0.2535912122
889	0.2535504044
890	0.2535261765
891	0.2534866985
892	0.2534195846
893	0.2533741163
894	0.2532895894
895	0.2532701664
896	0.2532057316
897	0.2531752974
898	0.2531489816
899	0.2531087782
900	0.2530791872
901	0.2530309272
902	0.2530103608
903	0.2529971613
904	0.252958533
905	0.252939692
906	0.2529239301
907	0.252880077
908	0.2528113907
909	0.2527582779
910	0.2527211754
911	0.2526819733
912	0.2526449136
913	0.2526020102
914	0.2525510019
915	0.2524911815
916	0.252434031
917	0.2523842454
918	0.2523556464
919	0.2523246916
920	0.252292722
921	0.2522626052
922	0.2522362779
923	0.2521930622
924	0.2521480717
925	0.2521165582
926	0.2521148937
927	0.25208418
928	0.2520255677
929	0.2519944254
930	0.2519493313
931	0.2518990423
932	0.2518833021
933	0.2518502374
934	0.2518121327
935	0.2517498516
936	0.2517321358
937	0.2517265351
938	0.251693598
939	0.2516643626
940	0.2515421839
941	0.2515100078
942	0.2514754762
943	0.2514278876
944	0.2513871615
945	0.2513744075
946	0.2513458777
947	0.251313534
948	0.2512594682
949	0.2512248063
950	0.2512030603
951	0.2511947982
952	0.2511515926
953	0.2511202084
954	0.2510748631
955	0.2510591957
956	0.2510418165
957	0.2510174428
958	0.2509862381
959	0.2509512043
960	0.2509356263
961	0.2508824288
962	0.2507769111
963	0.2507207977
964	0.2506756493
965	0.250648415
966	0.2505818258
967	0.2505669449
968	0.250496611
969	0.2504828076
970	0.2504583497
971	0.2504266924
972	0.2504049692
973	0.2503878878
974	0.2503350112
975	0.2503052352
976	0.2502756131
977	0.2502516954
978	0.2501769711
979	0.2501455503
980	0.2500820676
981	0.2500750662
982	0.2500160785
983	0.2499722798
984	0.2498725055
985	0.2498439698
986	0.2498173645
987	0.2497825364
988	0.2497624254
989	0.2497385051
990	0.2496874344
991	0.2496720164
992	0.249639953
993	0.2495809697
994	0.24951977
995	0.24944135
996	0.2494189205
997	0.2493803401
998	0.2493473136
999	0.2493413119
