iter	RMSE
271	0.3341907038
272	0.3341311703
273	0.3340018017
274	0.333859788
275	0.3337976562
276	0.3336955024
277	0.3334682844
278	0.3332613983
279	0.3331591929
280	0.3329530043
281	0.3327844326
282	0.3325783773
283	0.3324874176
284	0.3323267717
285	0.3321312688
286	0.3320399655
287	0.3318506931
288	0.3316372463
289	0.3315789317
290	0.3313636913
291	0.3313075447
292	0.331215122
293	0.3310607894
294	0.3309260947
295	0.3307134708
296	0.3305980583
297	0.330446248
298	0.3302494261
299	0.3301034386
300	0.3299704564
301	0.3297996143
302	0.3296937178
303	0.3294671003
304	0.3294117991
305	0.3292337225
306	0.3290669695
307	0.3288912612
308	0.3288007296
309	0.3287023356
310	0.3285281835
311	0.32847565
312	0.328245008
313	0.3281665763
314	0.3281159094
315	0.3280403882
316	0.3278829401
317	0.3278283448
318	0.3276993838
319	0.3275267604
320	0.3274123296
321	0.3271855479
322	0.3270338448
323	0.326945087
324	0.3268605504
325	0.3268503469
326	0.3267278074
327	0.3265468541
328	0.3264693329
329	0.3263012691
330	0.3261209857
331	0.3259890544
332	0.3259088824
333	0.325849796
334	0.3257037588
335	0.3256308956
336	0.3254939597
337	0.3253509112
338	0.3251049186
339	0.3250267909
340	0.3249125985
341	0.3247896616
342	0.3247434186
343	0.3244847406
344	0.3244063926
345	0.324293664
346	0.3241164761
347	0.3239931915
348	0.3238636842
349	0.3237139101
350	0.3236478649
351	0.3235595259
352	0.3233990943
353	0.3233527249
354	0.3232901988
355	0.3231765329
356	0.3231298416
357	0.3231210108
358	0.323078736
359	0.3229983453
360	0.3227673451
361	0.3226810352
362	0.3226241372
363	0.3226157403
364	0.3225428472
365	0.3224385017
366	0.3223681348
367	0.3222798573
368	0.3221261472
369	0.3219605002
370	0.3217367972
371	0.3216259266
372	0.3215599664
373	0.3214164705
374	0.3212916349
375	0.3210919998
376	0.320915812
377	0.3208474898
378	0.3206819608
379	0.3206272539
380	0.3204656374
381	0.3203856318
382	0.3202460885
383	0.3201347375
384	0.3199695649
385	0.3198879788
386	0.3197428977
387	0.319666545
388	0.319460486
389	0.3193329044
390	0.319222863
391	0.3191336095
392	0.3190562433
393	0.3189471212
394	0.3188332884
395	0.3187513446
396	0.3186886241
397	0.318553077
398	0.3184935043
399	0.3184254727
400	0.3183708533
401	0.3182828864
402	0.3181777699
403	0.3180463738
404	0.3179918085
405	0.3179344191
406	0.3178381717
407	0.3177472044
408	0.3176075718
409	0.3175695579
410	0.3174765787
411	0.3172625951
412	0.3171636416
413	0.3170976214
414	0.3169764849
415	0.3169094165
416	0.3169018056
417	0.3167902943
418	0.3166412484
419	0.31654392
420	0.3164177885
421	0.3163735695
422	0.3163668431
423	0.316243246
424	0.3161450576
425	0.3160033395
426	0.3159418011
427	0.3158909844
428	0.3158369289
429	0.3157428221
430	0.3156462723
431	0.3155987188
432	0.3155584223
433	0.3154253817
434	0.3153825789
435	0.315311995
436	0.3152326301
437	0.3150465406
438	0.315013657
439	0.3148403724
440	0.314797231
441	0.3146930557
442	0.3145800683
443	0.3144703405
444	0.3142597807
445	0.3141555206
446	0.3140667374
447	0.3138455102
448	0.3137132631
449	0.3135142601
450	0.3134584862
451	0.3133511505
452	0.3132301011
453	0.3131415682
454	0.3130808138
455	0.3130302237
456	0.3129785717
457	0.3129107387
458	0.3127926292
459	0.3126912126
460	0.312600469
461	0.3125177437
462	0.3124343411
463	0.3123772902
464	0.312298581
465	0.3121938792
466	0.3120340382
467	0.3118445605
468	0.3117644713
469	0.311715175
470	0.3116740311
471	0.3115606992
472	0.3114855244
473	0.3114343473
474	0.311367137
475	0.3113102804
476	0.3112680493
477	0.3112259467
478	0.3111956747
479	0.3110073759
480	0.3108331126
481	0.3107776898
482	0.3106617069
483	0.3105722947
484	0.3104877239
485	0.3104603686
486	0.3103984486
487	0.3102015561
488	0.3101309692
489	0.3100896885
490	0.3100517188
491	0.3099725534
492	0.3099320386
493	0.3098753042
494	0.3097680957
495	0.3096868823
496	0.3095826852
497	0.3095420505
498	0.3094752589
499	0.3092751314
500	0.3092059265
501	0.3091829967
502	0.309154682
503	0.3091130374
504	0.3090879197
505	0.3089884639
506	0.3089288694
507	0.3088205037
508	0.3087115372
509	0.3086562292
510	0.308593983
511	0.3084533179
512	0.3083398721
513	0.3083029058
514	0.3081365475
515	0.3079819861
516	0.3078730519
517	0.3078105872
518	0.307767151
519	0.3077094627
520	0.3076520569
521	0.3076106745
522	0.3075404764
523	0.307462995
524	0.3074074003
525	0.3073507637
526	0.3072543211
527	0.3072204524
528	0.3071857097
529	0.3071139383
530	0.3070260343
531	0.3068703926
532	0.3068346969
533	0.3067736661
534	0.3067238728
535	0.3066530885
536	0.3065065454
537	0.3064097222
538	0.3063064906
539	0.306207167
540	0.3060978012
541	0.3060607303
542	0.3058754095
543	0.3058407414
544	0.3057745261
545	0.3057035082
546	0.3056594097
547	0.3055939733
548	0.3055745629
549	0.3054016842
550	0.3053430437
551	0.3052565364
552	0.3052037236
553	0.3051269185
554	0.3050342827
555	0.3049756176
556	0.3049288958
557	0.3048371628
558	0.3047693842
559	0.304675007
560	0.3046225695
561	0.3045649443
562	0.3045159245
563	0.3044579747
564	0.3043462808
565	0.3042766824
566	0.3042422621
567	0.3042027189
568	0.3040475541
569	0.3039571339
570	0.3039022164
571	0.3038626833
572	0.3037886011
573	0.3037100606
574	0.3035744029
575	0.3035241939
576	0.3034839664
577	0.3034683346
578	0.3034226229
579	0.3033623854
580	0.3032793973
581	0.3032175758
582	0.3031666472
583	0.3031498248
584	0.3030491665
585	0.3029640213
586	0.3029213706
587	0.3028310759
588	0.3027514701
589	0.3026233044
590	0.3025302832
591	0.3024728059
592	0.3023784235
593	0.3023617416
594	0.3022233002
595	0.3021858334
596	0.3021163207
597	0.3020389277
598	0.3019888526
599	0.3019700169
600	0.3018914974
601	0.3017605681
602	0.3016992775
603	0.3016052013
604	0.3015406932
605	0.3013935396
606	0.3013453712
607	0.3012716194
608	0.3011440327
609	0.3011169946
610	0.301088475
611	0.3009723034
612	0.3009175741
613	0.3008818102
614	0.3008310487
615	0.3007779213
616	0.3007165373
617	0.3006340381
618	0.3005433731
619	0.300463192
620	0.300412344
621	0.3003593074
622	0.3003111259
623	0.3002358053
624	0.3001966913
625	0.3001732246
626	0.3001236185
627	0.3000756818
628	0.30001643
629	0.3000116361
630	0.2999603568
631	0.2998923783
632	0.2998000198
633	0.2997652143
634	0.2996815763
635	0.2996425647
636	0.2996032977
637	0.2995426589
638	0.2994865747
639	0.2993736165
640	0.2993286083
641	0.2991949024
642	0.299123678
643	0.2990861345
644	0.2990142999
645	0.2989058628
646	0.2988692326
647	0.2987631306
648	0.2987137594
649	0.2986386504
650	0.2985750698
651	0.2985362095
652	0.2985134884
653	0.2984289297
654	0.2983102526
655	0.2982317166
656	0.2981623122
657	0.2980579818
658	0.2980092665
659	0.2979592255
660	0.2978978817
661	0.2978881936
662	0.2978355232
663	0.2977993538
664	0.297689892
665	0.2976650193
666	0.2976131725
667	0.2975661042
668	0.297499125
669	0.2974639982
670	0.2973463167
671	0.2973012927
672	0.2972399534
673	0.2972240296
674	0.2971581999
675	0.2971354647
676	0.297057574
677	0.297027109
678	0.2969299198
679	0.2968636006
680	0.2968172051
681	0.296770154
682	0.2966611988
683	0.2966460647
684	0.2966306165
685	0.2965825464
686	0.2965417742
687	0.2964865076
688	0.2964250202
689	0.2962891091
690	0.2962442022
691	0.2962016688
692	0.2961543005
693	0.296103949
694	0.296058859
695	0.2960440926
696	0.2959893838
697	0.2959580049
698	0.295898352
699	0.2958072839
700	0.2957551501
701	0.2957222942
702	0.2956891006
703	0.2956195654
704	0.2955630954
705	0.2955135338
706	0.295389243
707	0.2953246302
708	0.2952653609
709	0.2952312523
710	0.2951703877
711	0.2951400803
712	0.2951199246
713	0.2950319613
714	0.2949548943
715	0.2948629431
716	0.2948333301
717	0.2947510346
718	0.2947221204
719	0.2946279627
720	0.2945394376
721	0.2944998519
722	0.2944568052
723	0.2944170303
724	0.2943661082
725	0.2942811874
726	0.2942299707
727	0.2941921522
728	0.2940956538
729	0.2940384286
730	0.2939821508
731	0.2939441705
732	0.2938889433
733	0.2938626188
734	0.2938089631
735	0.2937523748
736	0.2936325429
737	0.2935576489
738	0.2935301415
739	0.2934832855
740	0.2934371077
741	0.2933859594
742	0.2933236872
743	0.2933057174
744	0.2932354051
745	0.2932173716
746	0.2931861857
747	0.2931491622
748	0.2931083064
749	0.2930559605
750	0.2930156449
751	0.2929909803
752	0.2928783972
753	0.2928501351
754	0.2927993858
755	0.2927792066
756	0.2927266257
757	0.2926455728
758	0.2925456168
759	0.2925013565
760	0.2923932164
761	0.2923296639
762	0.2922722471
763	0.2922061247
764	0.2921511439
765	0.2920932747
766	0.2920633425
767	0.2920095232
768	0.2919581463
769	0.291886678
770	0.2918471185
771	0.2918323382
772	0.2917810517
773	0.291763349
774	0.2917231043
775	0.2916658275
776	0.2916044588
777	0.2915648249
778	0.2915271991
779	0.2915070993
780	0.2914526283
781	0.2914393945
782	0.2913594127
783	0.2912646575
784	0.2912313333
785	0.2912027351
786	0.2911346507
787	0.2911109024
788	0.2910433009
789	0.2909675321
790	0.2908834386
791	0.2908524871
792	0.2907981617
793	0.2907756689
794	0.290748915
795	0.2906799658
796	0.2906042766
797	0.2905546239
798	0.2904671019
799	0.2904151706
800	0.2903571198
801	0.290310448
802	0.2902736846
803	0.2902174058
804	0.2901664422
805	0.2901101878
806	0.2900663779
807	0.2900516769
808	0.289963319
809	0.2899258616
810	0.2898721601
811	0.2898102152
812	0.2897924702
813	0.2897487442
814	0.2896798406
815	0.2896644227
816	0.2896234135
817	0.2895876546
818	0.2895422881
819	0.2894963528
820	0.2894428725
821	0.2893792461
822	0.2893039651
823	0.2892878581
824	0.289253187
825	0.2892053162
826	0.2891954253
827	0.2891404886
828	0.289134346
829	0.289092848
830	0.2890538353
831	0.2890148885
832	0.2889367637
833	0.2888893786
834	0.2888554297
835	0.2888224041
836	0.2887687252
837	0.2887347824
838	0.2887176804
839	0.2886714673
840	0.2886138814
841	0.2885576872
842	0.2885462382
843	0.2885171314
844	0.2884779552
845	0.2884364005
846	0.2884042671
847	0.2883903044
848	0.288342919
849	0.2882929594
850	0.2882819849
851	0.288244518
852	0.2881687037
853	0.2881249161
854	0.2880692021
855	0.2880410785
856	0.2880160308
857	0.2879639204
858	0.2879078011
859	0.2878686024
860	0.2878244139
861	0.2877961388
862	0.287739637
863	0.2877097151
864	0.2876596991
865	0.2876220627
866	0.2875714114
867	0.2875428903
868	0.2875119583
869	0.2874759053
870	0.2874423692
871	0.2874123398
872	0.2873732636
873	0.2873198676
874	0.2872877189
875	0.2872647673
876	0.2872322162
877	0.2872194498
878	0.2871692069
879	0.2871260117
880	0.2870971053
881	0.2870843564
882	0.2870176897
883	0.2869895388
884	0.2869467346
885	0.286857079
886	0.2867792639
887	0.2867430066
888	0.2866952917
889	0.2866660277
890	0.2866379032
891	0.2866104988
892	0.2865822027
893	0.286544567
894	0.2865072531
895	0.2864834881
896	0.2864468086
897	0.2863594188
898	0.2863218727
899	0.2862897252
900	0.2862008306
901	0.2861554837
902	0.2861494231
903	0.2860679646
904	0.2860272887
905	0.2860060169
906	0.2859653498
907	0.285924846
908	0.2858924076
909	0.2858708039
910	0.2858592553
911	0.2857950602
912	0.2857688226
913	0.2857271179
914	0.2856928596
915	0.2856825608
916	0.2856494519
917	0.2856174662
918	0.285565891
919	0.2855232262
920	0.2854838026
921	0.2854336144
922	0.2853837492
923	0.2853523176
924	0.2853212162
925	0.2852866343
926	0.2852505161
927	0.2852380821
928	0.2852027972
929	0.2851734777
930	0.2851470116
931	0.285124679
932	0.285076929
933	0.2850644238
934	0.2850267055
935	0.2850045705
936	0.284923462
937	0.2849082169
938	0.2848633519
939	0.2848370193
940	0.2848223277
941	0.2847415535
942	0.2847359506
943	0.2847022506
944	0.2846578165
945	0.2846202267
946	0.2845987227
947	0.2845882575
948	0.2845609858
949	0.2845534034
950	0.284523147
951	0.2844874923
952	0.2844509999
953	0.284440711
954	0.2844372785
955	0.2844039532
956	0.2843670177
957	0.2842813872
958	0.2842435107
959	0.2841796062
960	0.2841663014
961	0.2841416375
962	0.2840666668
963	0.2840156675
964	0.2839702537
965	0.2839369132
966	0.2839260349
967	0.283879067
968	0.2838570091
969	0.283781915
970	0.2837194348
971	0.2836546436
972	0.2836004967
973	0.283558091
974	0.2835151014
975	0.2834969683
976	0.2834501935
977	0.2834123569
978	0.2833809337
979	0.2833540335
980	0.2833128311
981	0.2833032634
982	0.2832967698
983	0.2832843031
984	0.2832532649
985	0.283243746
986	0.2832076232
987	0.2831816717
988	0.2831488459
989	0.2831134485
990	0.2830929101
991	0.2830480051
992	0.2830128418
993	0.282988812
994	0.2829509245
995	0.2829158138
996	0.2828789108
997	0.2828549421
998	0.2828202548
999	0.2827898546
1000	0.282778885
1001	0.282774083
1002	0.2827442168
1003	0.2827395541
1004	0.2827147199
1005	0.2826808488
1006	0.282643309
1007	0.282611875
1008	0.2825664887
1009	0.2825512219
1010	0.2825153817
1011	0.2824821854
1012	0.282453826
1013	0.2824287165
1014	0.2823944468
1015	0.2823619896
1016	0.282316689
1017	0.2822916648
1018	0.2822756811
1019	0.2822693958
1020	0.2822387221
1021	0.2821960233
1022	0.2821544701
1023	0.2821461408
1024	0.2821049069
1025	0.2820517858
1026	0.2820211644
1027	0.2819965555
1028	0.281982796
1029	0.2819604347
1030	0.2819408364
1031	0.2819065827
1032	0.2818648194
1033	0.2818529067
1034	0.2818338711
1035	0.2817759452
1036	0.2817149147
1037	0.281685059
1038	0.2816519338
1039	0.2816173548
1040	0.281605655
1041	0.2815463302
1042	0.2815116762
1043	0.2814884958
1044	0.2814750124
1045	0.2814466538
1046	0.281423714
1047	0.2814139265
1048	0.2814027673
1049	0.281370593
1050	0.2813147002
1051	0.2812938818
1052	0.2812604788
1053	0.2812410472
1054	0.2812059711
1055	0.2811839057
1056	0.2811632191
1057	0.28114116
1058	0.2811094944
1059	0.2810034018
1060	0.2809951289
1061	0.28098412
1062	0.2809345018
1063	0.2809129427
1064	0.2809019042
1065	0.2808754052
1066	0.2808262877
1067	0.2807670953
1068	0.2807340977
1069	0.2807246267
1070	0.2806975514
1071	0.2806656127
1072	0.2806377478
1073	0.2806312561
1074	0.2806003243
1075	0.280590205
1076	0.2805588199
1077	0.280487326
1078	0.2804581434
1079	0.2804325392
1080	0.280411406
1081	0.2803474354
1082	0.280335413
1083	0.2803105784
1084	0.2802782306
1085	0.2802386491
1086	0.2801992548
1087	0.2801592397
1088	0.2801334172
1089	0.2801016898
1090	0.2800750982
1091	0.2800061183
1092	0.2799532893
1093	0.2799265608
1094	0.279907552
1095	0.2798776898
1096	0.2798490494
1097	0.2798109215
1098	0.2797814947
1099	0.2797615805
1100	0.2797312683
1101	0.2796949471
1102	0.2796717081
1103	0.2796509364
1104	0.2796005573
1105	0.2795702462
1106	0.2795627113
1107	0.2795327535
1108	0.2795253784
1109	0.2794955779
1110	0.2794426127
1111	0.2793888514
1112	0.2793422413
1113	0.2792964667
1114	0.279267122
1115	0.2792403596
1116	0.2792215065
1117	0.2792041383
1118	0.2791755716
1119	0.279154231
1120	0.2791418305
1121	0.2791286705
1122	0.2790958532
1123	0.2790590055
1124	0.2790473343
1125	0.2790149922
1126	0.2789894916
1127	0.2789585478
1128	0.2789299954
1129	0.2789033711
1130	0.2788441923
1131	0.2788082689
1132	0.2787875096
1133	0.278758706
1134	0.2787417557
1135	0.2787121082
1136	0.278684488
1137	0.2786629548
1138	0.2786387939
1139	0.2786002819
1140	0.278569885
1141	0.2784959764
1142	0.2784870109
1143	0.2784728898
1144	0.2784355951
1145	0.2784082734
1146	0.2783837795
1147	0.2783568169
1148	0.2783044201
1149	0.2782794303
1150	0.2782620996
1151	0.2782542752
1152	0.2782064476
1153	0.2781984903
1154	0.2781913472
1155	0.2781667903
1156	0.2781380121
1157	0.2781218365
1158	0.2780921281
1159	0.2780739764
1160	0.2780367177
1161	0.2780015959
1162	0.2779359171
1163	0.2779280268
1164	0.2779179253
1165	0.2779008461
1166	0.2778772427
1167	0.2778422618
1168	0.2778304692
1169	0.2778198405
1170	0.2777931593
1171	0.2777656093
1172	0.2777311413
1173	0.2777129127
1174	0.2776694429
1175	0.2776446597
1176	0.277635238
1177	0.2776192078
1178	0.277613774
1179	0.2776066195
1180	0.2775724721
1181	0.2775608232
1182	0.2775373654
1183	0.2774946365
1184	0.2774848653
1185	0.2774555585
1186	0.2774268502
1187	0.2773844596
1188	0.2773324155
1189	0.2773064212
1190	0.2772873232
1191	0.2772803861
1192	0.2772581137
1193	0.2772338488
1194	0.2772235509
1195	0.2772077296
1196	0.2771310823
1197	0.2771087294
1198	0.277093846
1199	0.2770850931
1200	0.2770784423
1201	0.2770705319
1202	0.2770532944
1203	0.277017775
1204	0.2769862465
1205	0.276919086
1206	0.2768912079
1207	0.2768661219
1208	0.2768386448
1209	0.2768284936
1210	0.2768054325
1211	0.2767866
1212	0.2767642073
1213	0.276741777
1214	0.276734114
1215	0.2767151647
1216	0.2766726303
1217	0.2766465471
1218	0.2766329315
1219	0.2766055478
1220	0.2765963795
1221	0.2765692837
1222	0.2765446824
1223	0.2765170278
1224	0.2764762184
1225	0.2764505836
1226	0.2764415176
1227	0.2764246203
1228	0.276393613
1229	0.2763726022
1230	0.2763537216
1231	0.2763339106
1232	0.2763214404
1233	0.2762584121
1234	0.2762241621
1235	0.2761833001
1236	0.2761521786
1237	0.2761455785
1238	0.2760762659
1239	0.2760523882
1240	0.2760274168
1241	0.2760035001
1242	0.2759863511
1243	0.2759680138
1244	0.2759459776
1245	0.2759180711
1246	0.2758994553
1247	0.2758719506
1248	0.275845134
1249	0.2758369381
1250	0.2757816759
1251	0.2757627932
1252	0.275752168
1253	0.2756895374
1254	0.2756741022
1255	0.2756478398
1256	0.2756148464
1257	0.2755793672
1258	0.2755664376
1259	0.2755630343
1260	0.2755359975
1261	0.2755280867
1262	0.2755033335
1263	0.2754873062
1264	0.2754721393
1265	0.275450544
1266	0.2754246388
1267	0.2753648932
1268	0.2753329832
1269	0.2753121922
1270	0.2752939041
1271	0.2752527917
1272	0.2752317168
1273	0.275207985
1274	0.2751392318
1275	0.2751238499
1276	0.275094008
1277	0.2750804673
1278	0.2750652471
1279	0.2750566754
1280	0.2750316194
1281	0.2750139608
1282	0.2749983002
1283	0.2749828484
1284	0.2749370171
1285	0.2749274842
1286	0.2749088198
1287	0.2748998212
1288	0.2748406638
1289	0.2748350572
1290	0.2748123009
1291	0.2747899829
1292	0.2747653316
1293	0.274753786
1294	0.2747366354
1295	0.2747168975
1296	0.2746752141
1297	0.2746512347
1298	0.2746122382
1299	0.2745762487
1300	0.2745445033
1301	0.2745231295
1302	0.2745175364
1303	0.2745070557
1304	0.2744764529
1305	0.2744458928
1306	0.2744270397
1307	0.2744083531
1308	0.274371316
1309	0.2743324596
1310	0.2743176948
1311	0.2742932221
1312	0.2742867964
1313	0.2742748431
1314	0.274258815
1315	0.2742375145
1316	0.274203388
1317	0.2741803616
1318	0.2741238339
1319	0.2741092856
1320	0.2740817778
1321	0.2740593554
1322	0.2740394666
1323	0.2740063379
1324	0.2739869845
1325	0.2739788454
1326	0.2739421852
1327	0.2739340349
1328	0.2739124256
1329	0.2738657717
1330	0.2738414106
1331	0.2738197748
1332	0.2737639301
1333	0.273744912
1334	0.2737311992
1335	0.2737008336
1336	0.2736733831
1337	0.2736516176
1338	0.273634893
1339	0.2736118276
1340	0.273592242
1341	0.2735613806
1342	0.2735268121
1343	0.2735228894
1344	0.2734989325
1345	0.2734411052
1346	0.2734151348
1347	0.273373204
1348	0.2733561813
1349	0.2733241588
1350	0.2732938639
1351	0.2732767334
1352	0.2732726738
1353	0.2732585883
1354	0.2732460124
1355	0.2732199684
1356	0.273197693
1357	0.2731760904
1358	0.2731638469
1359	0.2731495056
1360	0.2731390882
1361	0.2730974061
1362	0.2730890263
1363	0.2730424957
1364	0.2730208465
1365	0.2730146765
1366	0.2729809238
1367	0.2729602462
1368	0.2729432543
1369	0.2729220651
1370	0.2729166681
1371	0.27289733
1372	0.2728709201
1373	0.2728356744
1374	0.2728242686
1375	0.2727716561
1376	0.272737578
1377	0.2727310516
1378	0.2727068855
1379	0.2727005051
1380	0.2726825599
1381	0.2726593574
1382	0.2726121239
1383	0.2725849181
1384	0.2725693821
1385	0.2725527628
1386	0.2725341348
1387	0.2725158247
1388	0.2724945422
1389	0.2724828262
1390	0.272465048
1391	0.2724366375
1392	0.2724341132
1393	0.2724282337
1394	0.2724125014
1395	0.2723965742
1396	0.2723948755
1397	0.2723757682
1398	0.2723558199
1399	0.2723248631
1400	0.2722826228
1401	0.2722528794
1402	0.2722363767
1403	0.2722214619
1404	0.2721896345
1405	0.272173014
1406	0.2721642601
1407	0.2721583667
1408	0.2721053715
1409	0.2721008283
1410	0.2720956728
1411	0.2720638323
1412	0.2720477679
1413	0.2719864046
1414	0.271969194
1415	0.271957245
1416	0.2719404307
1417	0.2719261079
1418	0.2718963473
1419	0.2718755184
1420	0.2718632637
1421	0.2718167438
1422	0.2717983051
1423	0.2717541779
1424	0.2717469743
1425	0.2717459769
1426	0.2717354438
1427	0.2717219124
1428	0.2717128628
1429	0.2716873973
1430	0.2716619618
1431	0.2716257294
1432	0.2716036961
1433	0.2715558016
1434	0.2715335323
1435	0.2715061657
1436	0.2714692775
1437	0.2714556864
1438	0.2714499446
1439	0.2714360656
1440	0.2714170907
1441	0.2713973137
1442	0.2713931761
1443	0.27138847
1444	0.2713646081
1445	0.2713254856
1446	0.2713124097
1447	0.2712858306
1448	0.2712693992
1449	0.271252008
1450	0.2712448036
1451	0.2712310346
1452	0.2712263655
1453	0.2712215719
1454	0.2712050667
1455	0.2711865007
1456	0.2711705128
1457	0.2711446664
1458	0.2711089627
1459	0.271098976
1460	0.2710806385
1461	0.2710573123
1462	0.2710428804
1463	0.271020727
1464	0.2710054189
1465	0.2709864386
1466	0.2709813345
1467	0.2709720795
1468	0.2709595079
1469	0.2709207913
1470	0.2709138088
1471	0.2709081337
1472	0.2708902817
1473	0.2708778154
1474	0.2708625752
1475	0.2708457365
1476	0.2708100954
1477	0.2707920252
1478	0.2707708068
1479	0.2707446373
1480	0.2707199409
1481	0.2706620062
1482	0.2706442848
1483	0.2706231633
1484	0.2705734383
1485	0.2705174554
1486	0.2704945491
1487	0.2704677001
1488	0.2704416299
1489	0.2704198269
1490	0.2703991355
1491	0.2703861415
1492	0.2703474227
1493	0.2703303726
1494	0.2703188789
1495	0.2702979129
1496	0.2702794597
1497	0.2702751179
1498	0.2702729961
1499	0.2702566664
1500	0.2702470263
1501	0.2702394502
1502	0.2702344012
1503	0.2702131571
1504	0.2702123345
1505	0.2702105816
1506	0.2701930682
1507	0.2701743647
1508	0.2701485257
1509	0.2701310295
1510	0.2701070381
1511	0.2700890443
